0.4,0,0,-4.2955e-09,3.9008e-09,1.0243e-18,-0.001292,18.4,0.1087,0.054349,0.16305,4.2955e-09,-3.9008e-09,2.4731e-10,-3.5724e-10,5.2436e-08,-2.7912e-08,9.6845e-08,-5.6247e-08,-2.8707e-08,-1.0825e-07,6.8209e-08,-4.7363e-08
0.41,0,0,-4.8719e-09,4.1915e-09,1.1876e-18,-0.0013773,18.4,0.1087,0.054348,0.16304,4.8719e-09,-4.1915e-09,2.9027e-10,-3.9625e-10,5.7632e-08,-2.9071e-08,1.0657e-07,-5.8973e-08,-3.3659e-08,-1.1706e-07,7.5921e-08,-4.9905e-08
0.42,0,0,-5.5032e-09,4.4938e-09,1.3708e-18,-0.0014653,18.4,0.10869,0.054347,0.16304,5.5032e-09,-4.4938e-09,3.3899e-10,-4.3816e-10,6.3135e-08,-3.0231e-08,1.1694e-07,-6.1755e-08,-3.9024e-08,-1.2636e-07,8.4201e-08,-5.2501e-08
0.43,0,0,-6.1927e-09,4.8077e-09,1.5758e-18,-0.0015561,18.4,0.10869,0.054347,0.16304,6.1927e-09,-4.8077e-09,3.9402e-10,-4.831e-10,6.895e-08,-3.1393e-08,1.2797e-07,-6.459e-08,-4.4815e-08,-1.3616e-07,9.3069e-08,-5.5152e-08
0.44,0,0,-6.9435e-09,5.1332e-09,1.8044e-18,-0.0016496,18.401,0.10869,0.054346,0.16304,6.9435e-09,-5.1332e-09,4.5594e-10,-5.3117e-10,7.5081e-08,-3.2555e-08,1.3967e-07,-6.748e-08,-5.1046e-08,-1.4648e-07,1.0255e-07,-5.7857e-08
0.45,0,0,-7.7589e-09,5.4704e-09,2.0584e-18,-0.0017459,18.401,0.10869,0.054345,0.16304,7.7589e-09,-5.4704e-09,5.2538e-10,-5.8251e-10,8.1534e-08,-3.3717e-08,1.5207e-07,-7.0423e-08,-5.7732e-08,-1.5732e-07,1.1265e-07,-6.0617e-08
0.46,0,0,-8.642e-09,5.8192e-09,2.34e-18,-0.001845,18.401,0.10869,0.054345,0.16303,8.642e-09,-5.8192e-09,6.0297e-10,-6.3721e-10,8.8313e-08,-3.4879e-08,1.6518e-07,-7.342e-08,-6.4887e-08,-1.6872e-07,1.2341e-07,-6.343e-08
0.47,0,0,-9.5962e-09,6.1796e-09,2.6514e-18,-0.0019469,18.401,0.10869,0.054344,0.16303,9.5962e-09,-6.1796e-09,6.8939e-10,-6.954e-10,9.5422e-08,-3.6041e-08,1.7904e-07,-7.647e-08,-7.2525e-08,-1.8067e-07,1.3483e-07,-6.6298e-08
0.48,0,0,-1.0625e-08,6.5516e-09,2.9948e-18,-0.0020515,18.401,0.10869,0.054344,0.16303,1.0625e-08,-6.5516e-09,7.8535e-10,-7.572e-10,1.0287e-07,-3.7201e-08,1.9365e-07,-7.9574e-08,-8.0661e-08,-1.932e-07,1.4694e-07,-6.922e-08
0.49,0,0,-1.1731e-08,6.9352e-09,3.3726e-18,-0.002159,18.402,0.10869,0.054343,0.16303,1.1731e-08,-6.9352e-09,8.916e-10,-8.2272e-10,1.1065e-07,-3.8361e-08,2.0903e-07,-8.2732e-08,-8.9309e-08,-2.0631e-07,1.5976e-07,-7.2195e-08
